,eventNum,Detail,Vividness,Valence,Regret,Control,R1,R2,rating,condition,subID,run,trial,fixOnsetTime,jitter1,jitter2,jitter3,jitterStim1,jitterStim2,jitterStim3,jitterResp,jitterAccuracy,memOnsetTime,memRTtime,memRT,cftOnsetTime,endCFT,plausibilityOrder,plausibilityOnsetTime,plausibilityResponse,plausibilityRT,controlOrder,controlOnsetTime,controlResponse,controlRT,difficultyOrder,difficultyOnsetTime,difficultyResponse,difficultyRT,trialEnd,Frequency
1441,35,6,4,3,5,4,6,4,5,Dispositional,32,3,1,8.041839,0.75,4.5,1.5,task/Jitter/right2.jpg,task/Jitter/left1.jpg,task/Jitter/left1.jpg,[2 1 1],1,14.958132,16.627515,1.669383,20.974417,28.99049,2,34.040198,2,466522.6372,1,29.507156,2,466521.5534,3,38.573231,3,466522.0953,42.589605,5
1442,33,6,2,3,2,2,7,5,6,Situational,32,3,2,42.606242,1.5,4.5,1.5,task/Jitter/right1.jpg,task/Jitter/left3.jpg,task/Jitter/left1.jpg,[2 1 1],1,50.322463,51.892466,1.570003,56.338731,64.354825,3,73.937558,2,466523.0749,1,64.871498,1,466521.6569,2,69.404535,4,466520.08,77.95394,1
1443,44,7,5,3,6,1,7,7,7,Situational,32,3,3,77.97063,1.5,4.5,1.5,task/Jitter/right2.jpg,task/Jitter/right2.jpg,task/Jitter/right1.jpg,[2 2 2],1,85.636777,87.11351,1.476733,91.653053,99.669152,1,100.185823,4,466521.7227,2,104.718877,3,466522.3016,3,109.251908,3,466521.4315,113.268276,1
1444,20,4,6,2,1,1,5,4,4.5,Dispositional,32,3,4,113.284908,0.75,3,0.75,task/Jitter/right3.jpg,task/Jitter/left3.jpg,NaN,[2 1],1,117.934657,119.249493,1.314836,123.950918,131.967017,2,137.016732,2,466521.8347,1,132.483682,1,466521.6458,3,141.549757,2,466520.8827,145.566145,1
1445,29,2,2,3,1,7,5,7,6,Situational,32,3,5,145.582828,0.75,3,1.5,task/Jitter/left2.jpg,task/Jitter/right2.jpg,NaN,[1 2],1,150.965807,152.467394,1.501587,156.982049,164.998199,1,165.514849,3,466521.3015,3,174.580907,1,466520.3426,2,170.047878,3,466520.8763,178.597286,4
1446,63,3,7,3,3,3,6,7,6.5,Dispositional,32,3,6,178.613973,1.5,3,1.5,task/Jitter/left2.jpg,task/Jitter/right2.jpg,NaN,[1 2],1,184.746892,186.853445,2.106552,190.76315,198.779278,1,199.295939,4,466520.7865,3,208.362016,4,466520.9451,2,203.82897,3,466522.7912,212.378393,7
1447,55,5,4,3,5,2,5,7,6,Situational,32,3,7,212.39507,0.75,3,1.5,task/Jitter/right1.jpg,task/Jitter/right2.jpg,NaN,[2 2],1,217.778048,219.977392,2.199343,223.794325,231.810432,3,241.393154,4,466522.0012,1,232.327096,1,466521.319,2,236.860127,2,466521.7033,245.409542,6
1448,2,1,1,4,2,2,7,6,6.5,Situational,32,3,8,245.426217,1.5,4.5,1.5,task/Jitter/right2.jpg,task/Jitter/left3.jpg,task/Jitter/left3.jpg,[2 1 1],1,253.092383,255.3434,2.251016,259.108646,267.124771,2,272.17445,4,466521.6789,1,267.641427,1,466522.4387,3,276.707479,1,466520.4616,280.723887,1
1449,67,1,1,3,5,7,7,7,7,Dispositional,32,3,9,280.740555,0.75,4.5,0.75,task/Jitter/left1.jpg,task/Jitter/left2.jpg,task/Jitter/right1.jpg,[1 1 2],1,286.923483,288.245381,1.321898,292.939726,300.955851,3,310.538592,4,466520.2647,2,306.005555,4,466521.5825,1,301.472524,4,466520.2178,314.554958,7
1450,46,3,5,3,3,6,7,7,7,Dispositional,32,3,10,314.57165,1.5,4.5,0.75,task/Jitter/right3.jpg,task/Jitter/right2.jpg,task/Jitter/right2.jpg,[2 2 2],1,321.487864,322.982368,1.494504,327.504128,335.520245,3,345.102972,3,466521.4442,1,336.036909,2,466521.1873,2,340.569923,2,466522.0163,349.119358,1
1451,9,1,1,4,1,3,5,3,4,Situational,32,3,11,349.136033,1.5,4.5,1.5,task/Jitter/right2.jpg,task/Jitter/left1.jpg,task/Jitter/left2.jpg,[2 1 1],1,356.818867,359.387255,2.568387,362.835135,370.851241,1,371.367887,4,466520.3052,2,375.900934,1,466521.3243,3,380.433965,3,466520.9183,384.450348,1
1452,31,4,4,4,2,6,7,7,7,Situational,32,3,12,384.466988,0.75,4.5,0.75,task/Jitter/right3.jpg,task/Jitter/left2.jpg,task/Jitter/left2.jpg,[2 1 1],1,390.633293,392.608184,1.97489,396.649562,404.665636,2,409.715368,4,466520.1068,3,414.248396,1,466519.8216,1,405.182318,4,466520.3567,418.264797,2
1453,18,5,2,3,6,6,4,6,5,Situational,32,3,13,418.281402,0.75,4.5,1.5,task/Jitter/left2.jpg,task/Jitter/left1.jpg,task/Jitter/right3.jpg,[1 1 2],1,425.230994,427.077251,1.846258,431.247283,439.263379,3,448.846113,1,466520.7089,1,439.780035,1,466522.0492,2,444.313082,1,466520.9789,452.862494,1
1454,38,3,2,4,1,5,5,4,4.5,Dispositional,32,3,14,452.879176,0.75,3,0.75,task/Jitter/left3.jpg,task/Jitter/right3.jpg,NaN,[1 2],1,457.512226,459.392244,1.880019,463.528468,471.544592,1,472.061243,NA,NA,3,481.127313,1,466520.9637,2,476.594274,1,466520.3719,485.143701,1
1455,53,7,4,4,3,6,6,7,6.5,Dispositional,32,3,15,485.160332,0.75,3,0.75,task/Jitter/left3.jpg,task/Jitter/right3.jpg,NaN,[1 2],1,489.793399,491.268188,1.47479,495.809645,503.825783,1,504.342436,4,466520.2415,3,513.408504,3,466521.7477,2,508.875477,4,466520.7407,517.424868,3
1456,11,5,3,3,2,5,7,7,7,Dispositional,32,3,16,517.441571,1.5,3,1.5,task/Jitter/left3.jpg,task/Jitter/right1.jpg,NaN,[1 2],1,523.574501,525.345113,1.770612,529.590731,537.606878,3,547.189614,4,466519.8373,2,542.656571,4,466519.8573,1,538.123546,4,466519.9514,551.205994,7
1457,65,2,1,5,2,1,5,4,4.5,Situational,32,4,1,8.040124,0.75,3,0.75,task/Jitter/left1.jpg,task/Jitter/right3.jpg,NaN,[1 2],1,12.673153,13.836934,1.163781,18.689419,26.705534,1,27.222179,4,467114.7669,3,36.288262,2,467116.1788,2,31.755232,3,467115.8206,40.304639,3
1458,45,3,2,4,5,7,6,7,6.5,Dispositional,32,4,2,40.321332,1.5,4.5,1.5,task/Jitter/left1.jpg,task/Jitter/left2.jpg,task/Jitter/left2.jpg,[1 1 1],1,48.004159,49.087896,1.083737,54.020416,62.036529,2,67.086224,4,467114.8338,1,62.553193,4,467114.4899,3,71.61926,4,467114.0469,75.635638,5
1459,72,2,2,4,2,3,5,5,5,Situational,32,4,3,75.652265,0.75,4.5,1.5,task/Jitter/left1.jpg,task/Jitter/left2.jpg,task/Jitter/left2.jpg,[1 1 1],1,82.585197,84.635873,2.050677,88.601429,96.617563,3,106.200307,1,467115.2075,1,97.13423,1,467114.3206,2,101.667271,2,467114.9095,110.21668,1
1460,74,1,1,4,1,7,7,7,7,Dispositional,32,4,4,110.233372,0.75,4.5,0.75,task/Jitter/right2.jpg,task/Jitter/right2.jpg,task/Jitter/right3.jpg,[2 2 2],1,116.399635,118.055933,1.656297,122.415903,130.432003,2,135.481704,2,467114.8221,1,130.948665,2,467116.9323,3,140.01473,2,467116.2963,144.031107,7
1461,49,4,2,3,1,1,5,3,4,Dispositional,32,4,5,144.047795,0.75,3,1.5,task/Jitter/left1.jpg,task/Jitter/left2.jpg,NaN,[1 1],1,149.430781,150.698831,1.26805,155.447049,163.463172,3,173.045883,1,467114.3812,2,168.512851,1,467114.6871,1,163.979812,1,467114.435,177.06226,1
1462,43,2,7,4,3,2,6,7,6.5,Situational,32,4,6,177.07895,1.5,3,1.5,task/Jitter/left2.jpg,task/Jitter/left2.jpg,NaN,[1 1],1,183.211877,185.118818,1.906941,189.22815,197.244262,2,202.293953,1,467114.382,1,197.760918,3,467116.089,3,206.826972,2,467115.315,210.843353,1
1463,40,1,1,4,3,7,6,7,6.5,Situational,32,4,7,210.860044,1.5,3,1.5,task/Jitter/right1.jpg,task/Jitter/left2.jpg,NaN,[2 1],1,216.992983,219.389785,2.396802,223.009223,231.025352,3,240.608081,4,467116.8008,2,236.075051,2,467116.202,1,231.542014,3,467115.2469,244.62446,6
1464,66,4,3,4,2,6,5,4,4.5,Dispositional,32,4,8,244.64115,1.5,4.5,1.5,task/Jitter/left1.jpg,task/Jitter/left2.jpg,task/Jitter/right3.jpg,[1 1 2],1,252.323967,255.198731,2.874764,258.34023,266.356347,1,266.873019,3,467115.2946,2,271.40603,4,467114.1177,3,275.939068,4,467114.2358,279.955464,3
1465,50,4,2,3,1,1,5,3,4,Dispositional,32,4,9,279.972093,0.75,3,0.75,task/Jitter/left3.jpg,task/Jitter/left2.jpg,NaN,[1 1],1,284.605175,288.120695,3.51552,290.621438,298.637556,1,299.154205,1,467114.6747,3,308.220277,2,467115.8724,2,303.687237,1,467116.0676,312.236656,1
1466,22,2,2,2,1,1,5,3,4,Situational,32,4,10,312.253338,0.75,4.5,0.75,task/Jitter/left1.jpg,task/Jitter/right2.jpg,task/Jitter/right1.jpg,[1 2 2],1,318.436269,319.795755,1.359486,324.452541,332.468648,2,337.518334,1,467114.4346,3,342.05137,1,467114.2275,1,332.985305,3,467115.1893,346.067759,7
1467,79,1,1,4,6,6,7,7,7,Dispositional,32,4,11,346.084431,0.75,4.5,1.5,task/Jitter/right1.jpg,task/Jitter/left3.jpg,task/Jitter/left2.jpg,[2 1 1],1,353.017313,356.150703,3.13339,359.033567,367.049664,2,372.099389,4,467114.7295,3,376.632403,4,467115.2865,1,367.566346,4,467115.7045,380.648778,2
1468,69,2,2,4,1,3,5,5,5,Situational,32,4,12,380.665479,1.5,4.5,1.5,task/Jitter/right1.jpg,task/Jitter/right3.jpg,task/Jitter/right1.jpg,[2 2 2],1,388.331631,391.021632,2.690001,394.347906,402.364011,3,411.946753,4,467114.756,1,402.880666,1,467115.018,2,407.413713,4,467116.1231,415.963133,4
1469,30,2,6,4,3,3,7,6,6.5,Situational,32,4,13,415.979818,1.5,3,1.5,task/Jitter/right3.jpg,task/Jitter/right1.jpg,NaN,[2 2],1,422.112741,424.885674,2.772934,428.129007,436.145129,2,441.194818,2,467115.3979,3,445.727837,1,467113.5549,1,436.66178,4,467115.19,449.744223,7
1470,27,7,2,4,3,4,6,4,5,Dispositional,32,4,14,449.760857,1.5,4.5,0.75,task/Jitter/left1.jpg,task/Jitter/right3.jpg,task/Jitter/left1.jpg,[1 2 1],1,456.677123,458.335579,1.658457,462.693366,470.709483,1,471.226149,2,467115.2604,3,480.292228,3,467115.2965,2,475.759192,2,467115.4184,484.308599,1
1471,62,6,6,3,6,7,7,7,7,Dispositional,32,4,15,484.325292,1.5,4.5,1.5,task/Jitter/left1.jpg,task/Jitter/right3.jpg,task/Jitter/right1.jpg,[1 2 2],1,492.008118,493.449557,1.441439,498.024355,506.040496,2,511.090188,4,467114.9076,3,515.623227,3,467115.4475,1,506.55715,1,467114.3606,519.639609,7
1472,41,2,1,4,1,1,5,6,5.5,Situational,32,4,16,519.656292,1.5,4.5,0.75,task/Jitter/left2.jpg,task/Jitter/right3.jpg,task/Jitter/left3.jpg,[1 2 1],1,526.589164,528.310573,1.721409,532.605434,540.621531,1,541.138191,2,467116.5736,2,545.671227,1,467114.7865,3,550.204268,1,467113.6632,554.220658,1
1473,75,7,7,1,1,7,5,4,4.5,Situational,33,1,1,8.046815,1.5,3,1.5,task/Jitter/right3.jpg,task/Jitter/left2.jpg,NaN,[0 1],0.5,14.196411,15.592368,1.395957,20.212651,28.228789,2,33.278466,1,479798.3975,3,37.811508,4,479799.4927,1,28.745447,1,479798.6305,41.827895,3
1474,15,3,3,1,1,3,4,4,4,Dispositional,33,1,2,41.844587,0.75,3,0.75,task/Jitter/left3.jpg,task/Jitter/right3.jpg,NaN,[1 2],1,46.47761,48.014505,1.536895,52.493864,60.509977,1,61.026632,4,479799.1395,3,70.092704,4,479798.0982,2,65.55966,4,479798.0874,74.109085,5
1475,6,5,4,2,4,3,5,4,4.5,Situational,33,1,3,74.125763,1.5,4.5,0.75,task/Jitter/right1.jpg,task/Jitter/left3.jpg,task/Jitter/right3.jpg,[0 1 2],0.666667,81.058637,82.721497,1.66286,87.074918,95.091008,1,95.607679,1,479798.2795,2,100.140703,1,479798.8374,3,104.673742,1,479800.0571,108.690125,4
1476,30,7,5,5,1,1,5,3,4,Dispositional,33,1,4,108.706811,0.75,3,1.5,task/Jitter/left2.jpg,task/Jitter/right3.jpg,NaN,[1 2],1,114.123119,115.108479,0.98536,120.139383,128.155495,3,137.738225,2,479799.5358,2,133.205176,1,479798.7509,1,128.672157,1,479798.73,141.754593,7
1477,67,7,7,4,4,3,6,5,5.5,Dispositional,33,1,5,141.771276,1.5,3,0.75,task/Jitter/right2.jpg,task/Jitter/left1.jpg,NaN,[2 1],1,147.154261,148.391422,1.23716,153.170494,161.186643,1,161.703283,4,479798.6578,2,166.236317,3,479799.9227,3,170.769351,2,479798.5187,174.785745,6
1478,34,4,3,1,4,6,5,7,6,Situational,33,1,6,174.802391,1.5,3,0.75,task/Jitter/right1.jpg,task/Jitter/right2.jpg,NaN,[2 2],1,180.1854,181.168433,0.983033,186.201653,194.217798,3,203.800502,1,479798.1033,2,199.267473,1,479798.9373,1,194.734464,1,479799.1806,207.816883,1
1479,78,7,7,1,1,4,4,6,5,Situational,33,1,7,207.833579,0.75,3,0.75,task/Jitter/left1.jpg,task/Jitter/left3.jpg,NaN,[1 1],1,212.466599,214.115356,1.648757,218.482853,226.498993,2,231.548651,2,479800.7163,1,227.015626,2,479798.8694,3,236.0817,3,479799.0413,240.098082,3
1480,12,5,4,1,3,1,5,3,4,Situational,33,1,8,240.114775,0.75,4.5,0.75,task/Jitter/right3.jpg,task/Jitter/left2.jpg,task/Jitter/left2.jpg,[2 1 1],1,246.281021,247.494345,1.213323,252.297297,260.3134,3,269.896124,1,479799.2216,1,260.830067,1,479798.3267,2,265.363092,2,479798.9007,273.912501,1
1481,51,7,7,2,4,1,4,3,3.5,Dispositional,33,1,9,273.929204,0.75,4.5,1.5,task/Jitter/left2.jpg,task/Jitter/left1.jpg,task/Jitter/right1.jpg,[1 1 2],1,280.862067,281.848273,0.986206,286.878343,294.89442,2,299.944131,4,479797.9399,3,304.477172,3,479799.9696,1,295.411111,4,479798.7049,308.493525,3
1482,3,6,6,3,1,5,6,4,5,Dispositional,33,1,10,308.510234,1.5,3,1.5,task/Jitter/left1.jpg,task/Jitter/left2.jpg,NaN,[1 1],1,314.643159,316.706345,2.063186,320.65942,328.675544,3,338.258272,1,479798.1146,2,333.725238,2,479799.7857,1,329.19221,1,479798.7258,342.274669,1
1483,80,7,7,2,3,4,5,4,4.5,Situational,33,1,11,342.291284,0.75,4.5,1.5,task/Jitter/right2.jpg,task/Jitter/right3.jpg,task/Jitter/left2.jpg,[2 2 1],1,349.224201,350.649239,1.425039,355.240477,363.256585,2,368.306289,2,479798.1204,3,372.839309,4,479798.8254,1,363.77325,2,479800.0085,376.855689,7
1484,13,7,7,4,1,5,7,7,7,Dispositional,33,1,12,376.872374,1.5,3,0.75,task/Jitter/right3.jpg,task/Jitter/right2.jpg,NaN,[0 2],0.5,382.255364,383.4673,1.211936,388.271633,396.287754,3,405.870456,2,479799.6894,1,396.804404,4,479798.2393,2,401.337432,2,479798.8774,409.886828,6
1485,55,5,5,2,4,4,5,5,5,Situational,33,1,13,409.903522,1.5,3,0.75,task/Jitter/left2.jpg,task/Jitter/left1.jpg,NaN,[1 1],1,415.286499,416.781204,1.494705,421.302751,429.318901,3,438.901639,1,479797.903,1,429.835545,4,479799.6473,2,434.368575,1,479798.1183,442.918013,7
1486,27,7,7,7,1,3,7,5,6,Dispositional,33,1,14,442.934689,0.75,4.5,0.75,task/Jitter/right3.jpg,task/Jitter/left1.jpg,task/Jitter/left1.jpg,[2 1 1],1,449.100925,450.08518,0.984255,455.117213,463.133327,2,468.183002,3,479799.0279,1,463.649981,4,479798.3019,3,472.716031,4,479797.8826,476.732427,5
1487,41,7,7,2,4,2,4,4,4,Dispositional,33,1,15,476.749108,0.75,3,0.75,task/Jitter/right3.jpg,task/Jitter/left3.jpg,NaN,[2 1],1,481.382143,482.702151,1.320008,487.398408,495.414517,3,504.997248,1,479798.6964,2,500.464209,2,479799.0106,1,495.931162,2,479798.3027,509.013622,7
1488,45,7,7,6,1,1,4,4,4,Situational,33,1,16,509.030237,1.5,4.5,0.75,task/Jitter/left1.jpg,task/Jitter/right2.jpg,task/Jitter/left3.jpg,[1 2 1],1,515.963181,517.172135,1.208954,521.979412,529.995566,3,539.578285,1,479798.2876,1,530.512213,1,479798.5774,2,535.04526,2,479800.4926,543.59468,1
1489,23,7,7,7,3,4,7,5,6,Dispositional,33,2,1,8.045231,1.5,3,0.75,task/Jitter/right2.jpg,task/Jitter/right2.jpg,NaN,[2 2],1,13.41153,14.484442,1.072912,19.427805,27.44393,3,37.026642,1,480391.9389,1,27.960566,4,480392.7082,2,32.493616,1,480392.4382,41.043026,5
1490,73,7,7,1,4,3,4,5,4.5,Dispositional,33,2,2,41.059696,1.5,4.5,0.75,task/Jitter/right3.jpg,task/Jitter/left3.jpg,task/Jitter/left3.jpg,[2 1 1],1,47.97592,48.884428,0.908507,53.992176,62.008287,1,62.524947,2,480392.6038,3,71.59101,3,480394.5017,2,67.057991,1,480393.6708,75.607384,2
1491,59,7,7,1,5,1,5,3,4,Situational,33,2,3,75.624096,0.75,4.5,0.75,task/Jitter/left1.jpg,task/Jitter/right3.jpg,task/Jitter/left3.jpg,[1 2 1],1,81.807013,82.601429,0.794416,87.823254,95.839377,2,100.889085,1,480391.7744,3,105.422112,1,480394.4894,1,96.356044,1,480392.8617,109.438475,7
1492,77,5,5,3,7,5,7,7,7,Dispositional,33,2,4,109.455185,0.75,4.5,0.75,task/Jitter/right1.jpg,task/Jitter/right2.jpg,task/Jitter/left3.jpg,[2 2 1],1,115.671431,116.66944,0.998009,121.687704,129.703817,1,130.220471,4,480392.646,3,139.286537,4,480392.3639,2,134.753513,4,480392.4519,143.302929,7
1493,33,3,3,3,1,1,5,5,5,Situational,33,2,5,143.319551,1.5,4.5,1.5,task/Jitter/left2.jpg,task/Jitter/right3.jpg,task/Jitter/left1.jpg,[1 2 1],1,151.002459,151.877387,0.874928,157.018714,165.034818,1,165.551482,2,480394.7603,2,170.084496,1,480393.7691,3,174.617537,1,480393.3082,178.633917,3
1494,9,4,6,1,1,1,3,5,4,Situational,33,2,6,178.650606,0.75,4.5,1.5,task/Jitter/right1.jpg,task/Jitter/left3.jpg,task/Jitter/right1.jpg,[2 1 2],1,185.583483,186.90138,1.317897,191.599755,199.615866,3,209.198583,1,480391.81,2,204.665541,2,480394.2029,1,200.132538,1,480392.2662,213.21497,7
1495,8,6,7,3,4,3,5,4,4.5,Situational,33,2,7,213.231651,0.75,3,0.75,task/Jitter/left2.jpg,task/Jitter/right3.jpg,NaN,[1 2],1,217.86468,219.181337,1.316658,223.880941,231.89707,1,232.413709,1,480391.9349,3,241.479773,1,480392.9738,2,236.946754,1,480392.1868,245.496158,3
1496,10,3,3,3,1,1,4,3,3.5,Dispositional,33,2,8,245.512845,0.75,3,1.5,task/Jitter/left1.jpg,task/Jitter/left1.jpg,NaN,[1 1],1,250.879165,251.860372,0.981207,256.895401,264.911554,3,274.494258,2,480392.8414,1,265.428204,2,480393.1183,2,269.961221,2,480392.3131,278.510658,3
1497,63,7,7,5,3,5,6,6,6,Dispositional,33,2,9,278.527322,1.5,4.5,1.5,task/Jitter/right2.jpg,task/Jitter/left1.jpg,task/Jitter/right1.jpg,[2 1 2],1,286.21016,287.131298,0.921138,292.226411,300.242542,3,309.825261,1,480392.2311,2,305.292222,2,480393.2861,1,300.759194,2,480393.6041,313.841626,6
1498,61,7,7,3,5,5,7,7,7,Situational,33,2,10,313.858322,1.5,3,0.75,task/Jitter/right2.jpg,task/Jitter/left1.jpg,NaN,[2 1],1,319.241299,320.136265,0.894966,325.257574,333.273696,3,342.856417,3,480392.4551,1,333.79035,4,480393.7272,2,338.32338,4,480391.9759,346.872767,3
1499,1,7,7,5,1,2,7,5,6,Dispositional,33,2,11,346.889498,1.5,4.5,0.75,task/Jitter/right2.jpg,task/Jitter/right2.jpg,task/Jitter/right1.jpg,[2 2 2],1,353.805692,354.819209,1.013517,359.821929,367.838056,3,377.420782,1,480391.3637,1,368.354729,1,480394.1798,2,372.887767,1,480393.0827,381.437183,5
1500,71,7,7,1,7,1,6,4,5,Dispositional,33,2,12,381.453861,1.5,3,1.5,task/Jitter/right3.jpg,task/Jitter/left2.jpg,NaN,[2 1],1,387.586794,388.266223,0.679428,393.603058,401.619181,2,406.668868,1,480394.8326,3,411.201897,3,480392.2036,1,402.135833,3,480392.8356,415.21827,3
1501,40,7,7,2,4,3,5,4,4.5,Situational,33,2,13,415.234914,1.5,3,1.5,task/Jitter/left2.jpg,task/Jitter/right2.jpg,NaN,[1 2],1,421.367896,422.424091,1.056195,427.384136,435.400275,1,435.916921,1,480393.7163,2,440.44995,2,480393.0085,3,444.983,4,480393.8965,448.999364,7
1502,28,4,4,1,5,3,4,3,3.5,Situational,33,2,14,449.016061,0.75,3,1.5,task/Jitter/left3.jpg,task/Jitter/left1.jpg,NaN,[1 1],1,454.399029,455.434131,1.035102,460.415297,468.431421,2,473.481102,1,480391.5131,3,478.014143,1,480391.1722,1,468.948091,1,480392.0381,482.030519,7
1503,60,7,7,3,4,1,5,4,4.5,Dispositional,33,2,15,482.047208,0.75,3,0.75,task/Jitter/left2.jpg,task/Jitter/left2.jpg,NaN,[1 1],1,486.663577,487.880136,1.216559,492.67984,500.695957,1,501.212625,3,480392.8558,2,505.745629,3,480391.7308,3,510.27868,3,480393.7285,514.295048,1
1504,11,5,5,5,3,4,6,4,5,Situational,33,2,16,514.311693,0.75,4.5,1.5,task/Jitter/right1.jpg,task/Jitter/left3.jpg,task/Jitter/right3.jpg,[2 1 2],1,521.244623,522.335145,1.090522,527.260874,535.276989,3,544.85973,1,480391.8677,1,535.793645,2,480392.5777,2,540.326693,1,480391.9157,548.876096,5
1505,64,7,7,6,1,1,5,4,4.5,Dispositional,33,3,1,8.041891,0.75,3,1.5,task/Jitter/left2.jpg,task/Jitter/right2.jpg,NaN,[1 2],1,13.424868,14.522751,1.097883,19.44112,27.457241,3,37.03997,1,480977.0754,1,27.973893,3,480977.6025,2,32.506934,3,480978.9012,41.056358,3
1506,18,5,5,1,1,1,5,4,4.5,Situational,33,3,2,41.073032,0.75,4.5,0.75,task/Jitter/right3.jpg,task/Jitter/left3.jpg,task/Jitter/right2.jpg,[2 1 2],1,47.255972,48.317735,1.061763,53.272199,61.288336,3,70.871062,1,480976.8263,2,66.338041,1,480977.3531,1,61.805021,1,480977.2193,74.887462,6
1507,14,5,3,4,1,2,7,7,7,Situational,33,3,3,74.904138,1.5,4.5,0.75,task/Jitter/right2.jpg,task/Jitter/left1.jpg,task/Jitter/left1.jpg,[2 1 1],1,81.837019,83.292773,1.455754,87.853271,95.869394,3,105.452123,2,480979.7321,2,100.91905,1,480977.2402,1,96.386038,4,480977.6642,109.468458,7
1508,37,3,1,4,3,3,4,4,4,Dispositional,33,3,4,109.485183,0.75,4.5,1.5,task/Jitter/left2.jpg,task/Jitter/left1.jpg,task/Jitter/right3.jpg,[1 1 2],1,116.418061,117.363708,0.945647,122.434323,130.450435,1,130.967088,1,480979.9992,3,140.033153,2,480978.2942,2,135.500133,1,480977.2821,144.049534,3
1509,62,7,7,5,3,4,5,5,5,Situational,33,3,5,144.066166,0.75,3,1.5,task/Jitter/right1.jpg,task/Jitter/right2.jpg,NaN,[2 2],1,149.449231,150.037663,0.588433,155.465479,163.481583,2,168.531266,2,480977.8719,1,163.998248,1,480977.418,3,173.064314,2,480977.5677,177.080699,5
1510,2,5,5,4,1,5,6,5,5.5,Dispositional,33,3,6,177.097368,0.75,3,1.5,task/Jitter/right2.jpg,task/Jitter/right1.jpg,NaN,[2 2],1,182.480345,185.364676,2.884332,188.496593,196.512739,1,197.029379,4,480977.4266,2,201.562425,4,480977.0046,3,206.095465,4,480977.15,210.111854,7
1511,65,7,7,1,1,1,5,4,4.5,Situational,33,3,7,210.128522,1.5,3,0.75,task/Jitter/right2.jpg,task/Jitter/left3.jpg,NaN,[2 1],1,215.511513,217.035644,1.524131,221.527778,229.543889,2,234.59362,3,480978.8866,1,230.060543,1,480977.5904,3,239.126612,3,480978.3376,243.142988,3
1512,72,7,7,4,3,4,6,5,5.5,Situational,33,3,8,243.159684,1.5,4.5,1.5,task/Jitter/left1.jpg,task/Jitter/left2.jpg,task/Jitter/right3.jpg,[1 1 2],1,250.842499,252.199604,1.357105,256.858743,264.874885,1,265.391526,1,480978.2315,3,274.457601,2,480979.1853,2,269.924562,2,480978.3356,278.473991,3
1513,54,7,7,1,5,5,7,6,6.5,Dispositional,33,3,9,278.490616,1.5,3,1.5,task/Jitter/right1.jpg,task/Jitter/left1.jpg,NaN,[2 1],1,284.623592,285.413576,0.789984,290.639868,298.655973,2,303.705679,4,480978.9244,3,308.238703,3,480978.0435,1,299.172632,3,480978.8663,312.255103,5
1514,17,4,5,5,5,7,7,7,7,Dispositional,33,3,10,312.271766,1.5,4.5,1.5,task/Jitter/right3.jpg,task/Jitter/left1.jpg,task/Jitter/left3.jpg,[2 1 1],1,319.954623,321.254577,1.299954,325.970877,333.986979,3,343.569703,2,480977.7824,1,334.503638,4,480977.0913,2,339.03666,4,480976.9384,347.586061,7
1515,79,7,7,3,1,3,4,3,3.5,Situational,33,3,11,347.602748,1.5,3,0.75,task/Jitter/right3.jpg,task/Jitter/right3.jpg,NaN,[2 2],1,352.985748,354.442551,1.456804,359.002011,367.018129,2,372.067819,4,480977.7864,3,376.600848,2,480978.2662,1,367.534777,2,480978.6781,380.617226,7
1516,4,6,6,3,1,5,7,6,6.5,Situational,33,3,12,380.63387,1.5,4.5,0.75,task/Jitter/left2.jpg,task/Jitter/left2.jpg,task/Jitter/left1.jpg,[1 1 1],1,387.550125,388.808575,1.25845,393.566371,401.582495,2,406.632206,1,480976.7606,1,402.099158,1,480976.8737,3,411.165238,4,480978.4116,415.181572,7
1517,16,6,5,5,1,3,5,4,4.5,Situational,33,3,13,415.198306,1.5,4.5,1.5,task/Jitter/right2.jpg,task/Jitter/right1.jpg,task/Jitter/right3.jpg,[2 2 2],1,422.881117,424.554492,1.673375,428.897385,436.91349,2,441.963187,1,480977.4358,3,446.496228,1,480977.3979,1,437.430156,1,480978.8437,450.512617,7
1518,66,7,7,4,1,1,5,3,4,Dispositional,33,3,14,450.529308,0.75,3,1.5,task/Jitter/left3.jpg,task/Jitter/right3.jpg,NaN,[1 2],1,455.912265,456.804505,0.892239,461.928539,469.944651,2,474.99434,1,480976.6065,3,479.527377,1,480976.8156,1,470.46132,1,480977.0077,483.543765,7
1519,69,7,7,1,5,1,6,4,5,Dispositional,33,3,15,483.560441,1.5,4.5,1.5,task/Jitter/right2.jpg,task/Jitter/left2.jpg,task/Jitter/right2.jpg,[2 1 2],1,491.226605,492.508442,1.281838,497.24287,505.258988,2,510.308666,2,480979.9394,1,505.775646,4,480977.6634,3,514.8417,2,480977.9602,518.858083,2
1520,38,7,7,3,5,3,7,7,7,Dispositional,33,3,16,518.874765,0.75,3,0.75,task/Jitter/right3.jpg,task/Jitter/right2.jpg,NaN,[2 2],1,523.507812,524.682377,1.174565,529.524065,537.540188,1,538.056851,3,480978.9429,2,542.589869,2,480977.9489,3,547.122908,2,480979.411,551.139263,5
